who,pro_com,selectedhospitalemp,selectedhospital,rescale15%,distance_threshold,n_network,weight_distance_hospital,weight_ownranking,social_multiplier,show_networks,updaterank_mean,updaterank_sd,emp_net
924,52015,51,48,true,260,50,-50,50,50,false,0,0,false
925,52016,51,60,true,260,50,-50,50,50,false,0,0,false
926,52016,51,50,true,260,50,-50,50,50,false,0,0,false
927,52016,51,50,true,260,50,-50,50,50,false,0,0,false
928,52016,51,60,true,260,50,-50,50,50,false,0,0,false
929,52016,51,60,true,260,50,-50,50,50,false,0,0,false
930,52016,51,50,true,260,50,-50,50,50,false,0,0,false
931,52016,51,50,true,260,50,-50,50,50,false,0,0,false
932,52016,51,60,true,260,50,-50,50,50,false,0,0,false
933,52017,51,60,true,260,50,-50,50,50,false,0,0,false
934,52017,51,60,true,260,50,-50,50,50,false,0,0,false
935,52017,51,50,true,260,50,-50,50,50,false,0,0,false
936,52017,51,61,true,260,50,-50,50,50,false,0,0,false
937,52017,51,60,true,260,50,-50,50,50,false,0,0,false
938,52017,51,50,true,260,50,-50,50,50,false,0,0,false
939,52017,51,60,true,260,50,-50,50,50,false,0,0,false
940,52017,51,60,true,260,50,-50,50,50,false,0,0,false
941,52017,51,50,true,260,50,-50,50,50,false,0,0,false
942,52018,51,60,true,260,50,-50,50,50,false,0,0,false
943,52019,51,50,true,260,50,-50,50,50,false,0,0,false
944,52019,51,50,true,260,50,-50,50,50,false,0,0,false
945,52019,51,50,true,260,50,-50,50,50,false,0,0,false
946,52020,51,48,true,260,50,-50,50,50,false,0,0,false
947,52021,51,48,true,260,50,-50,50,50,false,0,0,false
948,52022,51,63,true,260,50,-50,50,50,false,0,0,false
949,52022,51,60,true,260,50,-50,50,50,false,0,0,false
950,52022,51,60,true,260,50,-50,50,50,false,0,0,false
951,52023,51,61,true,260,50,-50,50,50,false,0,0,false
952,52024,51,48,true,260,50,-50,50,50,false,0,0,false
953,52026,51,48,true,260,50,-50,50,50,false,0,0,false
954,52026,51,60,true,260,50,-50,50,50,false,0,0,false
955,52026,51,50,true,260,50,-50,50,50,false,0,0,false
956,52026,51,48,true,260,50,-50,50,50,false,0,0,false
957,52028,51,61,true,260,50,-50,50,50,false,0,0,false
958,52030,51,48,true,260,50,-50,50,50,false,0,0,false
959,52031,51,61,true,260,50,-50,50,50,false,0,0,false
960,52032,51,50,true,260,50,-50,50,50,false,0,0,false
961,52032,51,61,true,260,50,-50,50,50,false,0,0,false
962,52032,51,50,true,260,50,-50,50,50,false,0,0,false
963,52032,51,60,true,260,50,-50,50,50,false,0,0,false
964,52032,51,50,true,260,50,-50,50,50,false,0,0,false
965,52032,51,50,true,260,50,-50,50,50,false,0,0,false
966,52032,51,50,true,260,50,-50,50,50,false,0,0,false
967,52032,51,63,true,260,50,-50,50,50,false,0,0,false
968,52032,51,50,true,260,50,-50,50,50,false,0,0,false
969,52032,51,50,true,260,50,-50,50,50,false,0,0,false
970,52032,51,50,true,260,50,-50,50,50,false,0,0,false
971,52032,51,50,true,260,50,-50,50,50,false,0,0,false
972,52032,51,50,true,260,50,-50,50,50,false,0,0,false
973,52032,51,50,true,260,50,-50,50,50,false,0,0,false
974,52032,51,50,true,260,50,-50,50,50,false,0,0,false
975,52032,51,61,true,260,50,-50,50,50,false,0,0,false
976,52032,51,60,true,260,50,-50,50,50,false,0,0,false
977,52032,51,50,true,260,50,-50,50,50,false,0,0,false
978,52032,51,60,true,260,50,-50,50,50,false,0,0,false
979,52032,51,61,true,260,50,-50,50,50,false,0,0,false
980,52032,51,50,true,260,50,-50,50,50,false,0,0,false
981,52032,51,60,true,260,50,-50,50,50,false,0,0,false
982,52032,51,61,true,260,50,-50,50,50,false,0,0,false
983,52032,51,60,true,260,50,-50,50,50,false,0,0,false
984,52032,51,60,true,260,50,-50,50,50,false,0,0,false
985,52032,51,60,true,260,50,-50,50,50,false,0,0,false
986,52032,51,63,true,260,50,-50,50,50,false,0,0,false
987,52032,51,60,true,260,50,-50,50,50,false,0,0,false
988,52032,51,50,true,260,50,-50,50,50,false,0,0,false
989,52032,51,60,true,260,50,-50,50,50,false,0,0,false
990,52032,51,50,true,260,50,-50,50,50,false,0,0,false
991,52032,51,60,true,260,50,-50,50,50,false,0,0,false
992,52032,51,60,true,260,50,-50,50,50,false,0,0,false
993,52032,51,61,true,260,50,-50,50,50,false,0,0,false
994,52032,51,60,true,260,50,-50,50,50,false,0,0,false
995,52033,51,48,true,260,50,-50,50,50,false,0,0,false
996,52033,51,48,true,260,50,-50,50,50,false,0,0,false
997,52034,51,50,true,260,50,-50,50,50,false,0,0,false
998,52034,51,61,true,260,50,-50,50,50,false,0,0,false
999,52034,51,60,true,260,50,-50,50,50,false,0,0,false
1000,52034,51,50,true,260,50,-50,50,50,false,0,0,false
1001,52034,51,60,true,260,50,-50,50,50,false,0,0,false
1002,52034,51,50,true,260,50,-50,50,50,false,0,0,false
1003,52034,51,61,true,260,50,-50,50,50,false,0,0,false
1004,52034,51,61,true,260,50,-50,50,50,false,0,0,false
1005,52034,51,61,true,260,50,-50,50,50,false,0,0,false
1006,52034,51,60,true,260,50,-50,50,50,false,0,0,false
1007,52034,51,60,true,260,50,-50,50,50,false,0,0,false
1008,52035,51,48,true,260,50,-50,50,50,false,0,0,false
1009,52036,51,48,true,260,50,-50,50,50,false,0,0,false
1010,52037,51,48,true,260,50,-50,50,50,false,0,0,false
1011,52037,51,50,true,260,50,-50,50,50,false,0,0,false
1012,51002,52,48,true,260,50,-50,50,50,false,0,0,false
1013,51011,52,48,true,260,50,-50,50,50,false,0,0,false
1014,51012,52,48,true,260,50,-50,50,50,false,0,0,false
1015,51017,52,48,true,260,50,-50,50,50,false,0,0,false
1016,51017,52,48,true,260,50,-50,50,50,false,0,0,false
1017,51018,52,60,true,260,50,-50,50,50,false,0,0,false
1018,51018,52,48,true,260,50,-50,50,50,false,0,0,false
1019,51021,52,48,true,260,50,-50,50,50,false,0,0,false
1020,51025,52,48,true,260,50,-50,50,50,false,0,0,false
1021,53001,52,48,true,260,50,-50,50,50,false,0,0,false
1022,53004,52,48,true,260,50,-50,50,50,false,0,0,false
1023,53007,52,61,true,260,50,-50,50,50,false,0,0,false
1024,53011,52,61,true,260,50,-50,50,50,false,0,0,false
1025,53014,52,48,true,260,50,-50,50,50,false,0,0,false
1026,53019,52,48,true,260,50,-50,50,50,false,0,0,false
1027,53022,52,48,true,260,50,-50,50,50,false,0,0,false
1028,53025,52,48,true,260,50,-50,50,50,false,0,0,false
1029,52001,52,48,true,260,50,-50,50,50,false,0,0,false
1030,52001,52,48,true,260,50,-50,50,50,false,0,0,false
1031,52001,52,48,true,260,50,-50,50,50,false,0,0,false
1032,52002,52,50,true,260,50,-50,50,50,false,0,0,false
1033,52007,52,48,true,260,50,-50,50,50,false,0,0,false
1034,52008,52,48,true,260,50,-50,50,50,false,0,0,false
1035,52009,52,48,true,260,50,-50,50,50,false,0,0,false
1036,52009,52,48,true,260,50,-50,50,50,false,0,0,false
1037,52009,52,48,true,260,50,-50,50,50,false,0,0,false
1038,52009,52,50,true,260,50,-50,50,50,false,0,0,false
1039,52011,52,48,true,260,50,-50,50,50,false,0,0,false
1040,52011,52,48,true,260,50,-50,50,50,false,0,0,false
1041,52011,52,61,true,260,50,-50,50,50,false,0,0,false
1042,52011,52,48,true,260,50,-50,50,50,false,0,0,false
1043,52011,52,48,true,260,50,-50,50,50,false,0,0,false
1044,52011,52,48,true,260,50,-50,50,50,false,0,0,false
1045,52012,52,61,true,260,50,-50,50,50,false,0,0,false
1046,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1047,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1048,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1049,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1050,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1051,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1052,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1053,52015,52,48,true,260,50,-50,50,50,false,0,0,false
1054,52017,52,60,true,260,50,-50,50,50,false,0,0,false
1055,52020,52,48,true,260,50,-50,50,50,false,0,0,false
1056,52020,52,48,true,260,50,-50,50,50,false,0,0,false
1057,52020,52,48,true,260,50,-50,50,50,false,0,0,false
1058,52021,52,48,true,260,50,-50,50,50,false,0,0,false
1059,52021,52,48,true,260,50,-50,50,50,false,0,0,false
1060,52022,52,63,true,260,50,-50,50,50,false,0,0,false
1061,52024,52,48,true,260,50,-50,50,50,false,0,0,false
1062,52026,52,61,true,260,50,-50,50,50,false,0,0,false
1063,52027,52,48,true,260,50,-50,50,50,false,0,0,false
1064,52030,52,48,true,260,50,-50,50,50,false,0,0,false
1065,52030,52,50,true,260,50,-50,50,50,false,0,0,false
1066,52031,52,48,true,260,50,-50,50,50,false,0,0,false
1067,52031,52,48,true,260,50,-50,50,50,false,0,0,false
1068,52033,52,48,true,260,50,-50,50,50,false,0,0,false
1069,52033,52,50,true,260,50,-50,50,50,false,0,0,false
1070,52033,52,48,true,260,50,-50,50,50,false,0,0,false
1071,52033,52,48,true,260,50,-50,50,50,false,0,0,false
1072,52033,52,63,true,260,50,-50,50,50,false,0,0,false
1073,52033,52,48,true,260,50,-50,50,50,false,0,0,false
1074,52033,52,61,true,260,50,-50,50,50,false,0,0,false
1075,52035,52,48,true,260,50,-50,50,50,false,0,0,false
1076,52035,52,48,true,260,50,-50,50,50,false,0,0,false
1077,52036,52,48,true,260,50,-50,50,50,false,0,0,false
1078,52037,52,48,true,260,50,-50,50,50,false,0,0,false
1079,51002,53,61,true,260,50,-50,50,50,false,0,0,false
1080,48017,53,50,true,260,50,-50,50,50,false,0,0,false
1081,48022,53,48,true,260,50,-50,50,50,false,0,0,false
1082,53001,53,48,true,260,50,-50,50,50,false,0,0,false
1083,53001,53,48,true,260,50,-50,50,50,false,0,0,false
1084,53001,53,48,true,260,50,-50,50,50,false,0,0,false
1085,53002,53,48,true,260,50,-50,50,50,false,0,0,false
1086,53003,53,60,true,260,50,-50,50,50,false,0,0,false
1087,53004,53,48,true,260,50,-50,50,50,false,0,0,false
1088,53004,53,48,true,260,50,-50,50,50,false,0,0,false
1089,53005,53,48,true,260,50,-50,50,50,false,0,0,false
1090,53006,53,58,true,260,50,-50,50,50,false,0,0,false
1091,53006,53,58,true,260,50,-50,50,50,false,0,0,false
1092,53006,53,58,true,260,50,-50,50,50,false,0,0,false
1093,53006,53,58,true,260,50,-50,50,50,false,0,0,false
1094,53007,53,50,true,260,50,-50,50,50,false,0,0,false
1095,53007,53,60,true,260,50,-50,50,50,false,0,0,false
1096,53008,53,50,true,260,50,-50,50,50,false,0,0,false
1097,53008,53,60,true,260,50,-50,50,50,false,0,0,false
1098,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1099,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1100,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1101,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1102,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1103,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1104,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1105,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1106,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1107,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1108,53009,53,58,true,260,50,-50,50,50,false,0,0,false
1109,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1110,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1111,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1112,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1113,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1114,53010,53,58,true,260,50,-50,50,50,false,0,0,false
1115,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1116,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1117,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1118,53011,53,63,true,260,50,-50,50,50,false,0,0,false
1119,53011,53,61,true,260,50,-50,50,50,false,0,0,false
1120,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1121,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1122,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1123,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1124,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1125,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1126,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1127,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1128,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1129,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1130,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1131,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1132,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1133,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1134,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1135,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1136,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1137,53011,53,61,true,260,50,-50,50,50,false,0,0,false
1138,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1139,53011,53,61,true,260,50,-50,50,50,false,0,0,false
1140,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1141,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1142,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1143,53011,53,61,true,260,50,-50,50,50,false,0,0,false
1144,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1145,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1146,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1147,53011,53,48,true,260,50,-50,50,50,false,0,0,false
1148,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1149,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1150,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1151,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1152,53011,53,61,true,260,50,-50,50,50,false,0,0,false
1153,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1154,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1155,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1156,53011,53,48,true,260,50,-50,50,50,false,0,0,false
1157,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1158,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1159,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1160,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1161,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1162,53011,53,50,true,260,50,-50,50,50,false,0,0,false
1163,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1164,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1165,53011,53,58,true,260,50,-50,50,50,false,0,0,false
1166,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1167,53011,53,63,true,260,50,-50,50,50,false,0,0,false
1168,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1169,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1170,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1171,53011,53,60,true,260,50,-50,50,50,false,0,0,false
1172,53012,53,50,true,260,50,-50,50,50,false,0,0,false
1173,53013,53,60,true,260,50,-50,50,50,false,0,0,false
1174,53013,53,50,true,260,50,-50,50,50,false,0,0,false
1175,53014,53,48,true,260,50,-50,50,50,false,0,0,false
1176,53014,53,48,true,260,50,-50,50,50,false,0,0,false
1177,53014,53,48,true,260,50,-50,50,50,false,0,0,false
1178,53014,53,48,true,260,50,-50,50,50,false,0,0,false
1179,53015,53,58,true,260,50,-50,50,50,false,0,0,false
1180,53015,53,50,true,260,50,-50,50,50,false,0,0,false
1181,53015,53,58,true,260,50,-50,50,50,false,0,0,false
1182,53015,53,58,true,260,50,-50,50,50,false,0,0,false
1183,53015,53,58,true,260,50,-50,50,50,false,0,0,false
1184,53016,53,58,true,260,50,-50,50,50,false,0,0,false
1185,53016,53,48,true,260,50,-50,50,50,false,0,0,false
1186,53016,53,50,true,260,50,-50,50,50,false,0,0,false
1187,53016,53,60,true,260,50,-50,50,50,false,0,0,false
1188,53016,53,60,true,260,50,-50,50,50,false,0,0,false
1189,53016,53,60,true,260,50,-50,50,50,false,0,0,false
1190,53016,53,48,true,260,50,-50,50,50,false,0,0,false
1191,53016,53,58,true,260,50,-50,50,50,false,0,0,false
1192,53017,53,60,true,260,50,-50,50,50,false,0,0,false
1193,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1194,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1195,53018,53,50,true,260,50,-50,50,50,false,0,0,false
1196,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1197,53018,53,58,true,260,50,-50,50,50,false,0,0,false
1198,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1199,53018,53,50,true,260,50,-50,50,50,false,0,0,false
1200,53018,53,58,true,260,50,-50,50,50,false,0,0,false
1201,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1202,53018,53,60,true,260,50,-50,50,50,false,0,0,false
1203,53019,53,48,true,260,50,-50,50,50,false,0,0,false
1204,53019,53,48,true,260,50,-50,50,50,false,0,0,false
1205,53020,53,48,true,260,50,-50,50,50,false,0,0,false
1206,53021,53,61,true,260,50,-50,50,50,false,0,0,false
1207,53021,53,60,true,260,50,-50,50,50,false,0,0,false
1208,53021,53,60,true,260,50,-50,50,50,false,0,0,false
1209,53021,53,50,true,260,50,-50,50,50,false,0,0,false
1210,53021,53,50,true,260,50,-50,50,50,false,0,0,false
1211,53021,53,50,true,260,50,-50,50,50,false,0,0,false
1212,53022,53,50,true,260,50,-50,50,50,false,0,0,false
1213,53023,53,48,true,260,50,-50,50,50,false,0,0,false
1214,53023,53,50,true,260,50,-50,50,50,false,0,0,false
1215,53024,53,58,true,260,50,-50,50,50,false,0,0,false
1216,53024,53,58,true,260,50,-50,50,50,false,0,0,false
1217,53026,53,48,true,260,50,-50,50,50,false,0,0,false
1218,53027,53,50,true,260,50,-50,50,50,false,0,0,false
1219,53028,53,48,true,260,50,-50,50,50,false,0,0,false
1220,49002,53,58,true,260,50,-50,50,50,false,0,0,false
1221,49002,53,58,true,260,50,-50,50,50,false,0,0,false
1222,49007,53,61,true,260,50,-50,50,50,false,0,0,false
1223,49009,53,63,true,260,50,-50,50,50,false,0,0,false
1224,49012,53,58,true,260,50,-50,50,50,false,0,0,false
1225,49012,53,58,true,260,50,-50,50,50,false,0,0,false
1226,49012,53,58,true,260,50,-50,50,50,false,0,0,false
1227,49012,53,58,true,260,50,-50,50,50,false,0,0,false
1228,49012,53,58,true,260,50,-50,50,50,false,0,0,false
1229,49014,53,58,true,260,50,-50,50,50,false,0,0,false
1230,49018,53,63,true,260,50,-50,50,50,false,0,0,false
1231,49020,53,58,true,260,50,-50,50,50,false,0,0,false
1232,50011,53,60,true,260,50,-50,50,50,false,0,0,false
1233,50027,53,58,true,260,50,-50,50,50,false,0,0,false
1234,47011,53,50,true,260,50,-50,50,50,false,0,0,false
1235,52001,53,48,true,260,50,-50,50,50,false,0,0,false
1236,52017,53,48,true,260,50,-50,50,50,false,0,0,false
1237,52020,53,48,true,260,50,-50,50,50,false,0,0,false
1238,52023,53,48,true,260,50,-50,50,50,false,0,0,false
1239,52030,53,48,true,260,50,-50,50,50,false,0,0,false
1240,52032,53,50,true,260,50,-50,50,50,false,0,0,false
1241,52037,53,61,true,260,50,-50,50,50,false,0,0,false
1242,51002,54,48,true,260,50,-50,50,50,false,0,0,false
1243,48001,54,60,true,260,50,-50,50,50,false,0,0,false
1244,48002,54,50,true,260,50,-50,50,50,false,0,0,false
1245,48002,54,50,true,260,50,-50,50,50,false,0,0,false
1246,48002,54,61,true,260,50,-50,50,50,false,0,0,false
1247,48002,54,60,true,260,50,-50,50,50,false,0,0,false
1248,48002,54,60,true,260,50,-50,50,50,false,0,0,false
1249,48002,54,63,true,260,50,-50,50,50,false,0,0,false
1250,48002,54,50,true,260,50,-50,50,50,false,0,0,false
1251,48002,54,61,true,260,50,-50,50,50,false,0,0,false
1252,48004,54,50,true,260,50,-50,50,50,false,0,0,false
1253,48004,54,61,true,260,50,-50,50,50,false,0,0,false
1254,48004,54,63,true,260,50,-50,50,50,false,0,0,false
1255,48004,54,61,true,260,50,-50,50,50,false,0,0,false
1256,48004,54,60,true,260,50,-50,50,50,false,0,0,false
1257,48004,54,61,true,260,50,-50,50,50,false,0,0,false
1258,48004,54,50,true,260,50,-50,50,50,false,0,0,false
1259,48004,54,61,true,260,50,-50,50,50,false,0,0,false
1260,48004,54,63,true,260,50,-50,50,50,false,0,0,false
1261,48004,54,60,true,260,50,-50,50,50,false,0,0,false
1262,48004,54,63,true,260,50,-50,50,50,false,0,0,false
1263,48004,54,60,true,260,50,-50,50,50,false,0,0,false
1264,48004,54,61,true,260,50,-50,50,50,false,0,0,false
1265,48005,54,50,true,260,50,-50,50,50,false,0,0,false
1266,48013,54,60,true,260,50,-50,50,50,false,0,0,false
1267,48013,54,61,true,260,50,-50,50,50,false,0,0,false
1268,48013,54,61,true,260,50,-50,50,50,false,0,0,false
1269,48015,54,61,true,260,50,-50,50,50,false,0,0,false
1270,48017,54,63,true,260,50,-50,50,50,false,0,0,false
1271,48018,54,50,true,260,50,-50,50,50,false,0,0,false
1272,48018,54,61,true,260,50,-50,50,50,false,0,0,false
1273,48025,54,60,true,260,50,-50,50,50,false,0,0,false
1274,48026,54,50,true,260,50,-50,50,50,false,0,0,false
1275,48031,54,50,true,260,50,-50,50,50,false,0,0,false
1276,48032,54,48,true,260,50,-50,50,50,false,0,0,false
1277,48033,54,48,true,260,50,-50,50,50,false,0,0,false
1278,48035,54,61,true,260,50,-50,50,50,false,0,0,false
1279,48037,54,60,true,260,50,-50,50,50,false,0,0,false
1280,48039,54,50,true,260,50,-50,50,50,false,0,0,false
1281,48041,54,61,true,260,50,-50,50,50,false,0,0,false
1282,48046,54,50,true,260,50,-50,50,50,false,0,0,false
1283,48049,54,63,true,260,50,-50,50,50,false,0,0,false
1284,48049,54,61,true,260,50,-50,50,50,false,0,0,false
1285,48049,54,63,true,260,50,-50,50,50,false,0,0,false
1286,48049,54,60,true,260,50,-50,50,50,false,0,0,false
1287,48049,54,60,true,260,50,-50,50,50,false,0,0,false
1288,48053,54,50,true,260,50,-50,50,50,false,0,0,false
1289,48053,54,60,true,260,50,-50,50,50,false,0,0,false
1290,48053,54,61,true,260,50,-50,50,50,false,0,0,false
1291,48053,54,60,true,260,50,-50,50,50,false,0,0,false
1292,48053,54,63,true,260,50,-50,50,50,false,0,0,false
1293,48053,54,50,true,260,50,-50,50,50,false,0,0,false
1294,48053,54,63,true,260,50,-50,50,50,false,0,0,false
1295,48053,54,60,true,260,50,-50,50,50,false,0,0,false
1296,53011,54,50,true,260,50,-50,50,50,false,0,0,false
1297,100005,54,61,true,260,50,-50,50,50,false,0,0,false
1298,47011,54,61,true,260,50,-50,50,50,false,0,0,false
1299,52009,54,48,true,260,50,-50,50,50,false,0,0,false
1300,51002,55,48,true,260,50,-50,50,50,false,0,0,false
1301,51015,55,48,true,260,50,-50,50,50,false,0,0,false
1302,51018,55,48,true,260,50,-50,50,50,false,0,0,false
1303,48006,55,63,true,260,50,-50,50,50,false,0,0,false
1304,48010,55,61,true,260,50,-50,50,50,false,0,0,false
1305,48010,55,50,true,260,50,-50,50,50,false,0,0,false
1306,48010,55,60,true,260,50,-50,50,50,false,0,0,false
1307,48011,55,63,true,260,50,-50,50,50,false,0,0,false
1308,48012,55,60,true,260,50,-50,50,50,false,0,0,false
1309,48012,55,58,true,260,50,-50,50,50,false,0,0,false
1310,48012,55,60,true,260,50,-50,50,50,false,0,0,false
1311,48012,55,60,true,260,50,-50,50,50,false,0,0,false
1312,48012,55,50,true,260,50,-50,50,50,false,0,0,false
1313,48012,55,61,true,260,50,-50,50,50,false,0,0,false
1314,48012,55,50,true,260,50,-50,50,50,false,0,0,false
1315,48012,55,60,true,260,50,-50,50,50,false,0,0,false
1316,48014,55,63,true,260,50,-50,50,50,false,0,0,false
1317,48017,55,61,true,260,50,-50,50,50,false,0,0,false
1318,48019,55,60,true,260,50,-50,50,50,false,0,0,false
1319,48020,55,61,true,260,50,-50,50,50,false,0,0,false
1320,48020,55,50,true,260,50,-50,50,50,false,0,0,false
1321,48021,55,61,true,260,50,-50,50,50,false,0,0,false
1322,48024,55,50,true,260,50,-50,50,50,false,0,0,false
1323,48025,55,60,true,260,50,-50,50,50,false,0,0,false
1324,48027,55,50,true,260,50,-50,50,50,false,0,0,false
1325,48027,55,60,true,260,50,-50,50,50,false,0,0,false
1326,48028,55,50,true,260,50,-50,50,50,false,0,0,false
1327,48030,55,60,true,260,50,-50,50,50,false,0,0,false
1328,48030,55,50,true,260,50,-50,50,50,false,0,0,false
1329,48038,55,61,true,260,50,-50,50,50,false,0,0,false
1330,48050,55,63,true,260,50,-50,50,50,false,0,0,false
1331,48054,55,50,true,260,50,-50,50,50,false,0,0,false
1332,48054,55,50,true,260,50,-50,50,50,false,0,0,false
1333,48054,55,61,true,260,50,-50,50,50,false,0,0,false
1334,48054,55,48,true,260,50,-50,50,50,false,0,0,false
1335,53006,55,50,true,260,50,-50,50,50,false,0,0,false
1336,53008,55,50,true,260,50,-50,50,50,false,0,0,false
1337,53011,55,61,true,260,50,-50,50,50,false,0,0,false
1338,53017,55,61,true,260,50,-50,50,50,false,0,0,false
1339,53018,55,50,true,260,50,-50,50,50,false,0,0,false
1340,53023,55,50,true,260,50,-50,50,50,false,0,0,false
1341,49009,55,58,true,260,50,-50,50,50,false,0,0,false
1342,49012,55,58,true,260,50,-50,50,50,false,0,0,false
1343,50004,55,63,true,260,50,-50,50,50,false,0,0,false
1344,50019,55,63,true,260,50,-50,50,50,false,0,0,false
1345,50022,55,58,true,260,50,-50,50,50,false,0,0,false
1346,50026,55,58,true,260,50,-50,50,50,false,0,0,false
1347,50027,55,63,true,260,50,-50,50,50,false,0,0,false
1348,50032,55,63,true,260,50,-50,50,50,false,0,0,false
1349,50032,55,60,true,260,50,-50,50,50,false,0,0,false
1350,50032,55,50,true,260,50,-50,50,50,false,0,0,false
1351,50033,55,61,true,260,50,-50,50,50,false,0,0,false
1352,50039,55,60,true,260,50,-50,50,50,false,0,0,false
1353,47005,55,50,true,260,50,-50,50,50,false,0,0,false
1354,47012,55,61,true,260,50,-50,50,50,false,0,0,false
1355,52002,55,48,true,260,50,-50,50,50,false,0,0,false
1356,52004,55,63,true,260,50,-50,50,50,false,0,0,false
1357,52004,55,60,true,260,50,-50,50,50,false,0,0,false
1358,52005,55,61,true,260,50,-50,50,50,false,0,0,false
1359,52006,55,60,true,260,50,-50,50,50,false,0,0,false
1360,52010,55,50,true,260,50,-50,50,50,false,0,0,false
1361,52012,55,61,true,260,50,-50,50,50,false,0,0,false
1362,52012,55,61,true,260,50,-50,50,50,false,0,0,false
1363,52012,55,50,true,260,50,-50,50,50,false,0,0,false
1364,52012,55,63,true,260,50,-50,50,50,false,0,0,false
1365,52012,55,60,true,260,50,-50,50,50,false,0,0,false
1366,52012,55,61,true,260,50,-50,50,50,false,0,0,false
1367,52012,55,63,true,260,50,-50,50,50,false,0,0,false
1368,52012,55,60,true,260,50,-50,50,50,false,0,0,false
1369,52012,55,60,true,260,50,-50,50,50,false,0,0,false
1370,52012,55,50,true,260,50,-50,50,50,false,0,0,false
1371,52012,55,63,true,260,50,-50,50,50,false,0,0,false
1372,52012,55,60,true,260,50,-50,50,50,false,0,0,false
1373,52012,55,63,true,260,50,-50,50,50,false,0,0,false
1374,52012,55,61,true,260,50,-50,50,50,false,0,0,false
